Review,Evalu
"war mal was anderes doch hat im ganzen ""stück"" die spannung gefehlt ... den 4er gibt es nur für die alternative herangehensweise!",0
"10-, katastrophe!",0
das war schlechter als 6.,0
vollkatastrophe!,0
glatte 6!!!,0
grauenhaft.,0
1+ lena odenthal war großartig (kopper kam ein bisschen zu kurz) aber sonst top.,1
"eine 6, der dialekt war furchtbar, bin eingeschlafen,bis zum ende,das war auch blöd
bitte nicht noch mal,ich sehe die folkerts sonst gerne...!!!",0
und die kommissarin sollte mal einen guten friseur aufsuchen.,0
6 aber schlimmer geht immer !!!,0
"klamauk, nerviger dialekt, übertrieben, albern... und warum mussten die zwillinge da dauernd sein? dass alleinerziehende mütter natürlich ein problem haben, ist klar. aber warum musste das in den tatort? man hätte es machen sollen wie kopper - einfach gehen.",0
selbst bei den einstudiert sätzen ist der eine dem anderen versehentlich ins wort gefallen.. abgesehen vom inhalt und dialekt mega schlecht,0
der schlechteste lena und koppa aller zeiten!😒,0
unterirdisch.der regisseur sollte den preis der verfaulten eier bekommen. verschenkte zeit,0
1+++😙ich habe mich prächtig amüsiert .,1
"mir hat es gefallen, mal was anderes. 2",1
sechs! - sitzen!,0
a schas! note 6,0
"schlimm, nervig, konfus. ich liebe dialekt, aber es muss authentisch sein und nicht auswendig gelernt und steif. die story war blöd, spannung gleich null. nur als der alte sich den schädel angeschlagen hat war für ne halbe minute was los.
hab meinen freund mehrmals gebeten umzuschalten, er wollte aber stark bleiben.
schlechtester tatort den ich je gesehen habe. ich vergebe eine 5, aber nur weil ich die komissarin mag.",0
mit note 6 ist dieser tatort noch immer viel zu gut bewertet! das war langweilig von anfang bis zum ende!,0
der dialekt war kaum zu verstehen. ich wollte eigentlich einen tatort schauen und keine geisterkommödie mit untoten 😡,0
"... habe nach 10 minuten abgeschaltet, war mir echt zu doof",0
note 9+,0
"ich habs mir erst gar nicht bis ende angesehen, so ein schwachsinn!",0
eine glatte 6,0
noch schlechter geht nicht; man sollte den tatort sterben lassen.,0
schrott 6,0
mir auch nicht!,0
"anders, aber .... schlecht.... es waren zwar einige nette dialoge enthalten , aber ich fand den tatort doch recht anstrengend.

zuviel dialekt, bei den tanzübungen hat man in der scheibe mit den lamellen im hintergrund das aufnahmeteam gespiegelt gesehen (dachte erst da sei der typ vom ""offenen kanal""). beieindruckt war ich vom auf kommando weinen der tochter. das talent durfte sie auch gleich mehrfach in großaufnahme zeigen.

nach dem kölner tatort in der letzten woche war das von 100 auf fast null in 90min.",0
"6
impro gehört zum comedy-bereich",0
6 - echt schrecklich langweilig und dann dieser dialekt!!!,0
"des war in eschde pälzer tatort, node 1 :)!",1
"ich würde ja gerne was dazu sagen, aber ich habe beim zuschauen leiden keinen satz verstanden...",0
6- sehr schlecht,0
unterirdisch!,0
"schlechtester tatort aller zeiten! und ehrlich, wenn ich den ausschalte, das soll was heißen. hab nach ner halben stunden umgeschaltet, ging gar nicht.",0
schlimmer geht wirklich nicht mehr.,0
6-katatstrophe,0
sehr sehr schlecht......schade,0
"ist in die hose gegangen, leider nur eine 5-",0
"es war halt kein tatort. wäre kommissar 007 schneider nebst körschgen noch um die ecke gekommen,wäre es authentisch gewesen und ich hätte eine 1* gegeben 😉",0
grottenschlecht.,0
6 minus nach unendlich langen 20 min ausgemacht,0
das war der schlechteste tatort überhaupt. setzen 6!,0
vorschau hatte mir schon gereicht..6,0
"ich fand den tatort gut! man kann istanbul eben nicht mit hamburg vergleichen und deshlab eine klare 2! gute kulisse, gute schauspieler und eine story die paßte!",1
"von mir gibt's ne fünf. hätte gerne ne sechs gegeben, aber ich mag die kommissare.",0
glatte 6 -,0
"normalerweise mag ich ja ludwigshafen tatort mit odenthal und kopper, aber das war käse,",0
ziemlich schnell abgeschaltet...kein tatort für mich,0
leider habe ich ihn mir wegen lea odenwald angeschaut er war noch schlechter als 6 !!! tatort ist kein tatort mehr!!!,0
zum abgewöhnen. gehört auf die laienspielbühne aber bestimmt nicht zur besten sendezeit ins fernsehen,0
"sorry ging gar nicht, obwohl ich lena und topper gern sehe aber gestern hab ich das erste mal nicht zu ende geguckt 😭",0
die laiendarsteller haben ihre sache passabel gemacht - leider agierte aber die komplette stammbesetzung so unbeholfen wie eine truppe von minderbegabten laienschauspielern.,0
"ich hatte mich sehr auf den ludwigshafener tatort gefreut, da ich ihn immer gesehen habe. die schauspieler mag ich sehr. aber....dieses mal habe ich nach 40 minuten umgeschaltet. das experiment, was es ja wohl war, kam bei mir nicht an. handlung? keine erkannt. schade! ich hoffe, dass der nächste tatort aus lu besser wird!",0
grausam 🤢,0
"top, mehr davon",1
ne glatte 6. abgeschaltet! 👎🏼,0
6 minus. der schlechteste tatort aller zeiten,0
das war mal was anderes und uns hat es gut gefallen ;-),1
6 ....ich habe noch nie einen tatort weggeschaltet. gestern abend war es dann soweit. einen solchen schmarren muß ich mir nicht antun.,0
habs extra angeschaut- hat sich aber nicht gelohnt. odenthal spielte schlecht.,0
"6 😩 wenn ich boulevard-theater schauen möchte, kauf' ich mir karten",0
schrott. habe umgeschalten.,0
bin eingeschlafen😴,0
laangweilig .. gähn,0
"diesmal eine 6. der war so spannend, dass ich eingeschlafen bin und nicht weiß, wer der mörder war 🙄",0
umgeschaltet auf rosamunde pilcher.,0
einfach die mehrzahl von schlecht!,0
6 ...... setzen durchgefallen,0
6. das ging gar nicht. so vergrault man noch die letzten fans,0
"ich mag die odenthal tatorte ja echt recht gern, aber das war wirklich so grauenhaft, dass ich nach 20 minuten weggeschaltet habe und auch beim späteren reinzappen mich immer gefragt habe, ob die auf drogen waren beim dreh ;-)

eine glatte 5 - sorry :-(",0
gute impro,1
super! einfach was anderes,1
6 experiment misslungen!,0
sehe sehr gut öfter mal was neues,1
"6, solche experimente könnte man doch sicherlich zu einer anderen sendezeit machen. schade das der tatort nicht mehr das ist was er mal war. 😟",0
"das war das allerletzte. ich dachte nach den flüchtlingstatorten, dass es schlechter nicht mehr geht, aber ich habe mich getäuscht. schlimmer als das gestern sind nur noch die tatortversuche aus der schweiz. das sind ähnliche sprachenschänder.",0
ich fand es auch furchtbar 🙈,0
"der schlimmste tatort, den ich je gesehen habe",0
"wenn der tatort ""fussball"" gewesen wäre, hätte mann jetzt den trainer entlassen...",0
3 minus,0
6...bin wirklich absoluter tatort fan...aber das war grausam,0
".
als das 'spektakel' e-n-d-l-i-c-h zu ende war , habe ich meine freundin gefragt: ""meinst du, dass außer uns noch jemand den tatort bis zum schluss durchgehalten hat?""
ihre antwort: ""das war ein experiment - aber nicht jedes experiment gelingt.""

in einem bus sitzen 10 fahrgäste, aber 11 steigen an der haltestelle aus. das beobachten drei wissenschaftler:
der biologe: ""die haben sich beim aussteigen vermehrt""
der physiker: ""10 % fehlerquote gelten in der physik immer noch als richtig.""
der mathematiker: ""wenn jetzt einer einsteigt, ist keiner d'rin.""",0
laientheater bei der generalprobe,0
das letzte im ersten!,0
"war was neues, interesand aber gewünungs bedürftig",1
früher waren tatortabende mal spannend.. heutzutage eher nervig!,0
"es war mal etwas ganz anderes, aber es wurde viel zu viel kommuniziert, dadurch bedingt wurde es anstrengend. es war aber irgendwie natürlicher und spontaner, einfach so, wie es wirklich in der bevölkerung ist. die idee generell ist gut",1
"interessant. mal was anders. irgendwie ""quirky"".",1
"ein tatort war das nicht, das wurde sofort deutlich, schon allein durch das durcheinander der dialoge. ich bin aber dabei geblieben; zunächst aus sympathie für das ermittler team & co. ich hatte dann fast den eindruck, bei einer art ""making of"" dabei zu sein und die bekannten darsteller etwas natürlicher erleben zu können. und dann waren/gaben sich die restlichen darsteller so schrecklich und die story so absurd, dass ich nicht verhehlen konnte, dass die ganze sache ein gewissen unerklärlichen reiz bekam. und was wird aus solchen schrecklichen,kuriosen experimenten ? sie erlangen am ende kult status, wartet mal ab. damit wir uns recht verstehen: die 90 minuten waren zu noch ertragen, aber jetzt sollte es gut sein und macht wieder normal weiter. note 3",1
"schade !!!
kaum was schlechteres gesehen :/",0
gewöhnungsbedürftig,0
ich habe umgeschaltet.,0
"ich mag solche sendungsformate. 👍🏼

aber an einem sonntag, um 20:15 uhr, da erwarte ich eben einen tatort in bester tradition, felmy, schimmi, tschiller, börne, auch die kölner, die münchner, und auch die lena natürlich, aber eben, krimi!",0
"wie immer, wenn mal etwas neues ausprobiert wird. sofort die daumen nach unten. das war mehr echtes leben als in jedem anderen tatort, s. til schwaiger.",1
5 hat mir nicht gefallen und hab vor ende ausgeschaltet.zeitweise war es mir zu laut und hektisch.,0
ich fand ihn grausam schlecht.,0
das erste mal wo ich bei einem tatort umgeschaltet habe.,0
"ich schau mir jeden tatort an. aber der war mit abstand der schlechteste. schade, denn eigentlich seh ich die ulrike folkers gern. trotzdem bleiben jan und axel meine absoluten favoriten.",0
ich fand's lustig. arg verschoben :),1
von mir gibt's ne 5 minus,0
"dachte bisher ""schlimmer geht immer"" aber dieser tatort gehört in die rubrik ""schlimmer geht nimmer"" 😭😭😭",0
"erfrischen originell. allerdings glaube ich, daß es außerhalb der kurpfalz nicht so gut angekommen ist.",1
note 6,0
.. ich fand ihn herrlich !!!,1
"erfrischend, neu, anders, gute musik. genervt hat nur der drehbucheinfall mit den kindern der profilerin. unglaubwürdig und hoffentlich nicht real irgendwo. note 2",1
grausam dilettantisch :(,0
"gewagtes projekt, gespielt wie ein bühnenstück auf dem dorf...🤣",0
furchtbar....glatte 6,0
"es wird als schlechter, würd der hess babbeln!!!",0
"es war schlüssig und realistisch. die träume der protagonistin waren klar abgegrenzt und glaubhaft. das grenzt diesen tatort von den wirren irrungen der vergangenen wochen ab und machte ihn sympathisch. trotzdem sollte diese variante nicht zur leitlinie werden, eher zur untergrenze des erträglichen.",0
"mehr als schlimm! und zudem waren viele dialoge kaum verständlich, total genuschelt und unverständlich im dialekt! schade für einen tatort mit lena",0
warum kann man nicht den guten alten tatort beibehalten wie es ihn 40 jahre gab. experimente könnt ihr unter einem anderen titel machen. glatte 6. 😩,0
"innovativ, allerdings auch ziemlich anstrengend. an das format muss ich mich erst mal gewöhnen, beim nächsten mal bin ich darauf vorbereitet. 2",1
"🏆 wanderpokal 🎥
der war sogar noch schlimmer als der ""freiburger"" - also: 🏆",0
ganz schlimm. habe mir das auch nicht weiter angetan,0
ziemlich schlechter tatort ... sehr hektisch alles .,0
"6, so etwas braucht man nicht nochmal!!@",0
6- sehr enttäuschend,0
"war mal was anderes, aber nix für mich 🤔",0
totaler schrott. wird langsam zur regel.👎👎👎,0
"die erste hälfte war so langweilig, dass ich abschalten wollte. aber im zweiten teil nach 21 uhr wurde es langsam interessanter. dennoch: an gute alte tatort- zeiten mit handlung und spannung war nie zu denken.",0
eine glatte 6,0
"die idee mit der improvisation fand ich gar nicht schlecht, aber die umsetzung mit laien war teilweise ganz gruselig und unfreiwillig komisch. selbst ulrike folkerts wirkte wie eine laienschauspielerin.",0
hatte nix mit einem klassischen tatort zu tun 👎,0
note 6 😬,0
geb nicht gerne zu weil bin fan on tatort aber der war so langweilig da hab weggeschaltet auf andre programm ....sorry,0
"so ein sch..... muss man sich nicht anschauen ,was ist aus dem tatort geworden ? note 6",0
das erste mal das ich weggeschaltet habe.,0
ich fand ihn gut! war mal was anderes! klar gibt es bessere--aber auch bedeutend schlechtere! !!!!!,1
grausam womit haben wir zuschauer das verdient? glatte 6,0
"2, spannendes experiment, kann man nicht an einem durchchoreographierten tatort messen",1
leider sehr schlecht. ich habe zum ersten mal nach 30 minuten umgeschaltet.,0
note 6,0
"dieser unsägliche "" tatort"" dürfte doch nun wirklich grund genug für frau folkerts sein, um in rente zu gehen, denn schlimmer geht's nimmer!",0
ich mag den tatort auf so eine art nicht. warum kann man nicht mehr normal drehen.,0
jeder euro der gebühren war hier vergeudet!,0
wohlwollende note 5 mit rücksicht auf ulrike folkerts...,0
war zwar erst geschockt aber dann schaute ich ihn mir an mal was anderes,0
"ich fand den improvisations-tatort sehr gut. endlich mal eine lena, die nicht depri ist, sondern lacht und offener ist. ich als pälzer freue mich über den dialekt, endlich!!!! in der pfalz reden wir nicht hochdeutsch.......war realistischer.",1
6. laien nicht nur vor der kamera! einzige wackelei!,0
kein hingucker sehr schlecht note 6,0
eine 6👎👎👎,0
den kann man gar nicht bewerten so schlecht war er,0
nur das ende war gut,0
ich fand ihn ganz gut 2,1
"note 5
ich hätte doch früher ins bett gehen sollen.",0
schlimm 10 min gekuckt und aus,0
"das allererste mal, dass wir weggeschaltet haben. schade für die schauspieler!",0
6 hoch 10,0
grausam stümperhaft,0
"3 aus sympathie und wegen dem über effekt, doch bitte nicht noch mal",0
6 - gut das man ausschalten kann,0
6...nix anderes....,0
der schrecklichste tatort schlechthin!die beiden kommissare seh ich sonst total gern!aber mehr als 20min konnte ich das nicht ertragen!tut uns bloß nicht wieder so einen schwachsinn an!,0
mut für neues. ....ich hatte viel spass beim guggen. .....danke dafür. ....von mir ne 1. .......soll ja 2018 noch einen dieser art geben und ich freu mich drauf,1
ich habe nach 40 minuten umgeschaltet!,0
6 erste nach nach 30 minuten umgeschaltet,0
"wenn's so weitergeht mit den tatörtern, wird der sonntagabend wieder frei - es reichen schon die alten ehepaarermittler aus köln und münchen",0
"wenn es noch ne note die schlechter als 6 gebe, würde ich die wählen!",0
hab umgeschaltet leider 😢lena odenthal sonst immer ein garant für einen guten tatort... 😢😢👎,0
das war der erste österreicher tatort der wirklich richtig gut war 👍🏼,1
glatte 6.,0
bibi und moritz top 🔝,1
seid langem mal wieder richtig gut - und nachdenkenswert,1
richtig gut!,1
ne fette 1 😃,1
geiler tatort! na endlich! geht doch!,1
"auf jeden fall viel besser, wie alles was die letzten wochen gezeigt wurde! eine gute 3",1
sehr gut,1
ein guter tatort! echt mal was zum nachdenken! 2+,1
war super. 1.,1
"sehr spannend, keine frage, und das ganz ohne mord. zur angeblichen verlogenheit der aussage ""jeder kann es schaffen"" sollte man allerdings ergänzen, dass diese noch lange nicht bedeutet, jeder schafft es - was wiederum niemand ernsthaft behauptet.",1
1 war prima,1
endlich mal wieder ein guter tatort 👍🏻👍🏻👍🏻,1
1+++ :-),1
sehr gut! bibi und moritz sind neben den stuttgartern meine favoriten.,1
"sehr gute schauspieler, dialoge und eine spannende story, aber schwere kost - nichts für mal nebenbei.",1
klasse. ...,1
"unterirdisch. wort zum sonntag verfilmt? nach 30 minuten trotz massiver kopfschmerzen weggedöst. von daher: doch ganz gut, danke! ach so, fast vergessen: 7",0
"gutes und aktuelles thema, sehr gute schauspielerische leistung, spannung und eine prise witz. runde sache, glatte 1.",1
"wenn wir das wirklich so mit unseren kindern machen, haben wir alle eine glatte 6 verdient",0
note 1,1
6 - selten einen so schlechten tatort gesehen...,0
"note 4
aber nur wegen meiner affinität zu den wienern.
story ziemlich hanebüchen. obwohl es angenehm war, das es mal nicht um das thema flüchtlinge ging.
noch schlimmer als die letzten beiden tatorte davor geht's ja auch nimmer:-(",0
schrecklich öde .,0
war ganz einfach: 1,1
1 super....es hat sich wieder gelohnt...,1
"4
bibi und moritz top. vor lauter intellektueller dialektik und geschwafel kam kein rechter spaß am tatort auf. studenten und lehrer die sich für den nabel der welt halten und enttäuscht sind, wenn es nicht so ist. nicht mein thema, vllt beim nächsten wieder.",0
überrascht!,1
eins ++ sehr guter tatort seit langem! !,1
1 - richtig klasse tatort!,1
sehr guter tatort!,1
1 war überraschend gut,1
1 sehr gut,1
1 endlich mal wieder ein tatort den man schauen konnte,1
nur noch psychos oder flüchtlinge. 😣,0
ich gebe dieses mal nur eine 3,0
ein brisantes thema spannend und eindringlich umgesetzt. toll !!! glatte 1 von mir,1
war doch a bissel fad,0
nicht genug realitätsbezogen.,0
1... eindeutig,1
war ganz ok,1
"war schon okay, aber wieder etwas zu viel psyche!",1
endlich mal wieder ein spannender tatort mit super darstellern!,1
"a 2, war ned schlecht. u d endlich endlich mal wieder ein anderes thema als flüchtlinge.",1
"super tatort, weiter so!!!!! :d",1
note 5 aber vielleicht hab ich ihn auch nicht verstanden 😅,0
"seit langem wieder mal ein tatort, der spannend und unterhaltsam zugleich war. er hatte eine eigene handlung, die abseits vom talkschow-mainstream existiert. super schauspieler und gute umsetzung.",1
"ein bewegender tatort der das aktuell bestehende problem unserer leistungsgesellschaft und der neuen generation aufgegriffen hat. eine breitgefächerte problematik, welche spannend und fesselnd in guter tatortmanier umgesetzt wurde. ein lob nach wien!",1
"ein ganz eindrücklicher, fast schon hoch philosophischer tatort! ein so schwieriges thema grossartig umgesetzt, respekt!",1
"inszenierung (szenenbilder), kamera, die dialoge, die geschichte waren exzellent!
biggi und der kommissar brauchten eigentlich nur sich selbst zu spielen und sahen gut aus. der täter und seine eltern wurden hervorragend gespielt.(y)",1
endlich einer ohne flüchtlinge :),1
"für mich 'ne glatte 1 !
👌",1
....der krassnitzer is net zum anschauen. schlimmer san nur de schweizer.,0
"mir gehen dafür die superlativen aus! intensiv, philosophisch, ausgezeichnet ....",1
super 1 !,1
eine 2-,1
ganz klare 1 also sehr gut! aktuelles thema einer leistungsgesellschaft gut recherchiert und glaubwürdig rübergebracht durch hervorragende schauspieler!,1
"sehr spannend, verlockt mal wieder zum mitdenken",1
eine sehr gute 1!,1
"mit der beste, den ich seit langem gesehen habe!!!",1
endlich mal wieder ein guter tatort!,1
klasse,1
brilliant,1
na es geht so 😔,0
note 6,0
sehr gutes und wichtiges thema spannend umgesetzt.,1
super tatort.,1
"dieser tatort war hervorragend !!! ich finde dieses thema so enorm wichtig und es wird in der öffentlichkeit viel zu wenig diskutiert , bzw wahrgenommen! ihr habt ein ultra großes, zukunftsorientiertes thema klasse dargestellt. ein großes lob ! 👌",1
"einer der besten der letzten jahre. tiefgang (der natürlich ein wenig konstruiert werden muss), trotzdem auch humor - ein top-team, die beiden!",1
"das ermittlerduo ist einfach erheiternd, kommt aber nicht an liefers / prahl heran. ausbaufähig!",1
bibi ist einfach die beste,1
"ne glatte 1. jetzt noch den ton der stimmen erhöhen, dann wär es perfekt",1
"super tatort, dank dem tollen team aus wien",1
sehr guter tatort. leistungsdruck und existenzangst sind ein großes problem und machen die menschen kaputt. note 2,1
sehr gut!,1
"1
das war mal wieder ein super spannender tatort! 🖒🖒",1
eindeutig eine 1...,1
werden immer besser...,1
1 was sonst,1
grausam,0
"seit langem der erste tatort, der mich nicht nur abgeholt sondern auch bei sich behalten hat. thematik, interpretation und protagonisten:
daumen rauf 👍🏼",1
"er war sehr gut, spannend und hat einen nachdenklich gemacht",1
"seit langem der beste tatort ! endlich mal kein politisches flüchtlingsthema, das hing einem ja schon zum hals raus",1
"naja, 4",0
4 . langweiliges thema erwischt. der spannungsbogen baute sich nur minimal auf.,0
"nicht schlecht, nicht gut - ,das thema leistungsdoping der generation y hat der erfurter tatort bereits wesentlich besser abgehandelt, aber die thriller komponente war nicht schlecht gemacht von den össis",1
in norddeutschland versteht die sprache keiner 😅,0
1 war super 👍,1
war sehr langweilig.,0
"sehr gut. etwas deutlicher und lauter sprechen,würde ich empfehlen",1
se kennta ammal verständlicher reden :-) i mog den dialekt - aber net im tatort...,0
"also großes lob an alle die an diesem tatort mitgewirkt haben!
endlich mal wieder ein tatort der superlative! vielen dank dafür, ich gebe euch eine 1+",1
sehr gut gemacht,1
"einfach nur schlecht!!! leider ist die ganze tatort in den letzten jahren immer schlechter geworden. es gibt doch fast keinen tatort mit einem ganz normalen mord und einen normalen ermittler. wenn ich den hessischen und den dortmunder verrückten sehe, schalte ich einfach nur noch ab!!!",0
der tatort war gut. spannend und unterhaltsam. der dialekt sowieso, 1
top note 1,1
"glatte 1, super.",1
"jetzt schon ein tatort, der dieses jahr zu den besten gehören wird. spannung bis zum schluss und eine thematik angesprochen, die nicht besser verfilmt werden konnte in einem krimi.
der film lässt die zuschauer am ende philosophieren.",1
guter tatort. bin wieder zufrieden. :),1
"krasse geschichte. at mir gut gefallen.
bibi sollte nur nicht so häufig als tollpatsch dargestellt werden.",1
endlich wurde diese tatsache einmal zum thema: nicht können bestimmt sondern herkunft!,1
"interessantes thema,gute darsteller,manchmal ein wenig schwierigkeiten mit ""österreichisch"" note 2",1
kommt der realität sehr nahe,1
es war sehr gut und wir freuen uns das wir auch in dänemark die tatort sehen kan,1
"2+, fand ihn wirklich gut gelungen",1
"einer der besten folgen überhaupt! glatte 1 👍
zeigt deutlich die probleme unserer kranken leistungsgesellschaft auf ...",1
mal wieder ein richtig guter tatort!,1
"ich fand ihn super note 1. es kommt der realität sehr nah. doch ist es nicht mehr nur im bereich des studium so, sondern überhaupt in der schule. wenn ein kind nicht so ist wie es die gesellschaft wünscht dann bekommt es druck von allen seiten. und als elternteil ist es die hölle dem kind nicht helfen zu können, obwohl man alles versucht. in den schulen muss mehr auf das können eines kindes geschaut werden und das muss gefördert werden, so wird es auch motiviert in die schule gehen.",1
sehr gut 👍,1
die musik ist nix für ältere leute wie für mich.,0
der tatort hat mich sehr nachdenklich gemacht.so läuft das in unserer leistungsgesellschaft.das fängt schon im kindergarten an.wer es nicht schafft wird ausgesiebt.der film bekommt von mir die note 1.,1
"das thema der indoktrination der studenten durch einige dozenten wurde gut aufgegriffen, auch der glaube an die ideologie ,die sich vermischen kann mit einem persönlichen drama, perfekt dargestellt, nur sollte es nicht in mitleid mit einem mörder ausarten !",1
für mich einer der besten seit langen . gute story. spiegel der gesellschaft. der junge ging als sieger sein leben als einsatz ok er hat für sich entschieden nachvollziebar und konsequent.,1
"war sehr gut, haabe allerdings immer noch nicht kapiert, warum der tatort ""schock"" hieß. völlig unpassend, oder habe ich was verpasst?",1
absolut interessanter tatort. note 1!,1
er hat mir durch seine ruhige art sehr gefallen.,1
ich gebe eine 1.sehr gutes team?,1
"richtig gut, 1+ leider für uns norddeutsche manchmal schwer zu verstehen! :-)",1
"thema war gut, doch die spannung ließ zu wünschen übrig.....note 4",0
glatte 1. spiegelte unsere gesellschaft gut wider,1
grossartig!,1
"2+ , war gut, spannend und aktuelles thema !!!",1
"guter stoff , nur leider nicht für einen tatort . gesellschaftskritik verpackt als krimi , zerstört den krimi .",0
daumen hoch!,1
gutes thema. gute bilder. gute schauspieler. wenig spannung. wäre auch ohne leiche ausgekommen.,1
3 lieblings team,1
sehr gut,1
"ein spitzen tatort. gesellschaftskritisch und gnadenlos ehrlich, leider.
spannend fand ich die suche nach einem jungen mann, bevor er zum täter wird.

die idee war eigentlich gut, wird aber leider nichts an diesem system ändern, was ich sehr schade finde",1
sehr guter tatort...außergewöhnlich..,1
sehr guter tatort hat mich sehr nachdenklich gemacht,1
"eins mit auszeichnung! alles richtig gemacht. war ein mega guter tatort. brillante story, super umgesetzt.",1
"endlich mal wieder ein wirklich guter tatort. ich hatte die hoffnung schon aufgegeben, aber auf die österreicher ist verlass 😉",1
super 👍 ein sehr gut,1
ich war am anfang etwas genervt über die langen dialoge ! später habe ich dann allerdings geblickt um was es im eigentlichen geht . gutes thema da ich im freundeskreis etliche studenten kenne und daher weiß wie immens hoch der druck ist .,1
1 einfach gnadenlos gut,1
1 sehr gut!,1
"sehr gut, 1 👍",1
super!! inhaltlich wertvoll.,1
kann nicht immer jedem gefallen. mir nicht so. er plätscherte so nebenbei.,0
1 - grandios gespielt + tolle story!,1
eine glatte 1,1
sehr gut!!!,1
"thema war genial und aktuell, argumente auch, spannung sehr hoch, der junge karl ausgezeichnet, ich habe meinen abend sehr genossen, note 1",1
top,1
"saugut! denke aber, für nicht-pädagogen/ psychologen etwas schwierig 😉",1
"gesellschaftskritik im tatort,note 1👍",1
sehr guter tatort...👍1,1
1 besser geht nicht.,1
klare 1!!!,1
überzeugendes team. ausgesprochen aktuelle thematik -aufklärend informativ und gesellschaftskritisch- den zeitgeist widerspiegelnd.sehr gut.,1
"2, wirklich gut.",1
sehr schlecht bin eingeschlafen ... glatte 6,0
"schönes ding! ein gutes thema, das nicht durchgekaut ist, spannend erzählt und die psychopathen tragen keine polizeimarke. zum glück wissen unsere nachbarn noch wie tatort geht. felix austria!",1
eins endlich mal ein guter tatort.....ich habe schon nicht mehr daran geglaubt....,1
sehr gut! war spannend bis zum schluss und dir darsteller sind 1a 👌,1
war richtig toll. glatte 1,1
"endlich wieder mal ein normaler tatort mit guter story, einem ende und guter umsetzung. danke!!!",1
30 minuten diese totale spannung ausgehalten ;),0
glatte 1,1
top!,1
2 war gut....,1
"gute story, endlich mal wieder.",1
geschmäcker sind verschieden ich gebe aber dafür note 1 hab in bis zum schluss gesehen.,1
2 ... dialoge waren schwer zu verstehen 😉,1
eine wunderbare darstellung der situation von jungen menschen heute.....sehr gut hinterfragt,1
"sehr guter tatort, aber nur eine 2, da ich den dialekt nicht verstehe.",1
1! endlich mal wieder ein tatort nach meinem geschmack! @,1
klare 1.. top 🖒,1
mit ausgeprägtem wortwitz,1
endlich nochmal ein guter tatort,1
so ein genuschel. schlechte akustik und gewollt intellektuell.,0
krasse thematik....gut!,1
sehr guter tatort,1
"gute idee aber schlechte ausführung. zu langatmig , wenig tempo......ich habe das ende herbeigesehnt.",0
tolles thema! regt wieder mal zum nachdenken an!,1
"fing spannend an, war dann aber ab der mitte sehr langatmig. beide hauptdarsteller wirkten diesmal recht farblos.",0
fritz karl kann sehr stolz auf seinen sohn sein 🤗tolle leistung 🤗,1
glatte 1 !!!!,1
schlechter tatort,0
2.. keine 1 wegen der manchmal nicht zu verstehenden textpassagen,1
eine glatte 1 👍,1
eins ....,1
"ich schaue mir keine ""erziehungs""-tatorte im ersten mehr an.",0
sehr gut - auch setting und kameraführung.....,1
note 1,1
note 1! top!,1
glatte 1,1
sehr gut gemacht. eine eins mit sternchen. !!!!!!!,1
sehr gut,1
"war nicht schlecht, mir aber insgesamt doch zuviel gesabbel.",0
der unfreiwillige auffenthalt auf der schulbank lud nicht zum bleiben ein. ich brauche keine infiltrierung. da fesselte nichts.,0
viel gelaber und keiner wusste um was es ging...schon schade..obwohl ich so gern tatort schaue.,0
1 👍endlich mal wieder!,1
"schade das manche hier den inhalt nicht verstanden haben und sich dann beschweren es sei nicht gut gewesen.
man sollte schon die handlung verstehen bevor man urteilt ...🤔
ein wichtiges thema über das man viel öfter in den öffentlichen etwas darüber zeigen sollte.
super tatort!
note 1",1
"sehr gesellschaftskritisch und ein aktuelles thema wurde aufgegriffen. er war sehr gut gemacht und ja,man musste auch mal nachdenken! da ist das fazit ""zu interllektuell"" völlig überflüssig. keine typische handlung wie jeder zweite tatort. ich fand ihn sehr gut und habe für mich auch etwas mitgenommen!! 1+ 👌",1
wegen dem ständigen geschrei vom eislinger und der musikberieselung während der dialoge abgestellt nach einer stunde. deshalb note 5,0
super tatort...,1
"gut (2), interessant",1
"seit langem mal wieder ein super tatort. nachdem die letzten folgen mich fast von der serie entfernt hätten, habe ich jetzt wieder hoffnung für den tatort.",1
"gutes thema, aber sehr langatmig",0
"das war klasse, das schwierige thema genial umgesetzt. herr karl hat eine top leistung erbracht",1
"wirklich sehr gut 👍
die beiden gehören auch zu meinen lieblings duos ☺
und der fall hätte zu niemand besser gepasst 👍
gerne mehr davon ☺💟",1
war gut und machte nachdenklich,1
1 a......obwohl er mich sehr traurig gestimmt hat.....aber das thema ist real😢,1
"klasse thema, top!",1
"sehr tiefgründig. ich fand den tatort genial.
eine glatte 1",1
eine 1,1
das war ein echter tatort. weiter so,1
"eindeutig eine 1 , das war der beste tatort seit langem, da wünscht man sich mehr davon, da kann man noch einiges lernen von den österreichern 😃",1
ich bin eingeschlafen 😭 da kommt einmal ein richtig guter tatort & ich hatte ne stressige woche ... aber was ich gesehen hab war super. ich mag die beiden eh. mehr davon bitte,1
top thema,1
war super,1
"die schauspieler waren wirklich extraklasse...die story gut,leider musste der sympathische hauptdarsteller sterben.ein beinschuss hätte es auch getan...",1
der beste austriatatort seit sehr langer zeit.,1
best-note 1 getippt (on der ch ist es die 6 imfall...).,1
